"Name of Satellite, Alternate Names",Country/Org of UN Registry,Country of Operator/Owner,Operator/Owner,Users,Purpose,Detailed Purpose,Class of Orbit,Type of Orbit,Longitude of GEO (degrees),Perigee (km),Apogee (km),Eccentricity,Inclination (degrees),Period (minutes),Launch Mass (kg.),Dry Mass (kg.),Power (watts),Date of Launch,Expected Lifetime,Contractor,Country of Contractor,Launch Site,Launch Vehicle,COSPAR Number,NORAD Number,Comments,Source Used for Orbital Data,Source,Source,Source,Source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EOS-CHEM Aura ,USA,USA,Goddard Space Flight Center/EOS Data and Operations System,Government,Earth Observation,Earth Science,LEO,Sun-Synchronous,0,702,703,7.07E-05,98.2,98.8,"2,967",,"4,600 (EOL)",7/15/04,5+ yrs.,TRW,USA,Vandenberg AFB,Delta 2,2004-026A,28376,"Study Earth's ozone, air quality, and climate; extension of UARS and TOMS missions.",www.satellitedebris.net 12/12,http://perso.wanadoo.fr/eurospace/espdatabase/index.html,http://www.technewsworld.com/story/35136.html,http://aura.gsfc.nasa.gov/,http://www.lib.cas.cz/knav/space.40/2004/026A.HTM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EOS-PM Aqua (Advanced Microwave Scanning Radiometer for EOS, EOS PM-1)",USA,USA/Japan/Brazil,National Aeronautics and Space Administration (NASA) - Earth Science Enterprise/Japan Meteorological Agency/Brazilian Space Agency,Government,Earth Observation,Earth Science,LEO,Sun-Synchronous,0,701,704,2.12E-04,98.2,98.8,"2,934","2,832","4,860 (EOL)",5/4/02,6 yrs.,NASA/Jet Propulsion Laboratory/Japan Aerospace Exploration Agency/Equatorial Systems (Brazil),USA/Japan/Brazil,Vandenberg AFB,Delta,2002-022A,27424,Six-year chronology of the planet and its hydrological processes.,www.satellitedebris.net 12/12,http://www.gsfc.nasa.gov/topstory/2003/0528aqua.html,http://nssdc.gsfc.nasa.gov/spacewarn/spx583.html,http://aqua.gsfc.nasa.gov/,http://www.tierramerica.net/2002/0721/iacentos.shtml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e-st@r-2,Italy,Italy,Polytechnic of Turin,Civil,Technology Development,,LEO,Elliptical,0,442,687,1.77E-02,98.2,95.9,1,,,4/25/16,,Polytechnic of Turin,Italy,Guiana Space Center,Soyuz 2-1a,2016-025D,41459,Demonstrate an attitude control system using measurements of Earthês magnetic field,,http://spaceflightnow.com/2016/04/26/soyuz-blasts-off-with-environmental-satellite-general-relativity-probe/,http://space50.org/objekt.php?mot=2016-025D&jazyk=pp_en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eurasiasat 1 (Turksat 2A),Turkey,Turkey/France,Eurasiasat SAM/Alcatel Space,Commercial,Communications,,GEO,,42.08,"35,761","35,810",5.81E-04,0.02,1436.06,"3,535","1,900","9,000 (EOL)",1/10/01,15 yrs.,Alcatel Space Industries,France,Guiana Space Center,Ariane 4,2001-002A,26666,"32 Ku-band transponders; direct-to-home voice, video, and data transmissions to countries between central Europe and the Indian subcontinent.",JM/12_08,http://www.spaceandtech.com/digest/flash2001/flash2001-004.shtml,http://nssdc.gsfc.nasa.gov/spacewarn/spx567.html,http://www.eurasiasat.com/,http://perso.wanadoo.fr/eurospace/espdatabase/index.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eutelsat 113 West-A (Satmex 6),Mexico,Multinational,Eutelsat Americas,Commercial,Communications,,GEO,,-113,"35,776","35,796",2.37E-04,0.03,1436.1,"5,456","2,310","12,690 (EOL)",5/27/06,15 yrs.,Space Systems/Loral,USA,Guiana Space Center,Ariane 5 ECA,2006-020A,29162,"36 C-band, 24 Ku-band; CONUS, NAFTA, South America, Hawaii, Caribbean",JM/12_08,http://www.arianespace.com/site/news/mission_up_304.html,http://nssdc.gsfc.nasa.gov/spacewarn/spx631.html,http://www.lib.cas.cz/www/space.40/2006/020A.HTM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eutelsat 115 West-B,NR,Multinational,Eutelsat S.A.,Commercial,Communications,,GEO,,-114.9,"35,789","35,789",0.00E+00,0,1436,,,,3/2/15,15 yrs.,Boeing Defense and Space,USA,Cape Canaveral,Falcon 9,2015-010B,40425,First all-electric satellite in Eutelsat's fleet.,Approximation,http://www.eutelsat.com/en/satellites/future-satellites/EUTELSAT-115WB.html,http://spaceflightnow.com/2015/03/17/innovative-satellites-begin-maneuvers-with-all-electric-thrusters/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eutelsat 117 West B (Satmex 9),Mexico,Multinational,Eutelsat Americas,Commercial,Communications,,GEO,,-116.8,"35,779","35,795",1.90E-04,0.02,1436.1,"5,500","2,300","13,000",6/15/16,15 yrs.,Boeing Satellite Systems,USA,Cape Canaveral,Falcon 9,2016-038B,41589,Fathfinusrs for Gmericas's 20-116.8 Capellico GEO conscollation.,ZARYA,http://www.zarya.info/Diaries/Launches/Launches.php?year=2016,http://spaceflightnow.com/2016/06/15/spacex-successfully-fires-satellites-into-orbit-but-loses-booster-on-landing/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eutelsat 12 West-A (Atlantic Bird 1) ,France,Multinational,Eutelsat S.A.,Commercial,Communications,,GEO,,-12.43,"35,768","35,805",4.39E-04,0.11,1436.1,"2,700","1,550","5,100",8/28/02,15 yrs.,Alenia Spazio,Italy,Guiana Space Center,Ariane 5G,2002-040A,27508,"Twenty channels, telecommunications services between Europe and the Americas.",JM/12_08,www.eutelsat.com,http://perso.wanadoo.fr/eurospace/espdatabase/index.html,http://www.eutelsat.com/satellites/4_1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eutelsat 172B,NR (10/17),Multinational,Eutelsat S.A.,Commercial,Communications,,GEO,,172,"22,948","42,807",2.53E-01,1.09,1437,"3,600",,,6/1/17,15 yrs.,Airbus Defense and Space,France/UK/Germany/Spain,Guiana Space Center,Ariane 5,2017-029B,42741,Uses xenon-ion propulsion. Working its way to GEO as of 10/15/2017.,JM/10_17,https://spaceflightnow.com/2017/06/02/ariane-5-succeeds-in-launch-of-two-high-value-communications-satellites/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eutelsat 25B (Esêhail 1),France,Multinational,Eutelsat S.A./Es'hailSat,Commercial,Communications,,GEO,,25.5,"35,725","35,767",4.99E-04,0.08,1434.03,,,,8/29/13,15 yrs.,Space Systems/Loral,USA,Guiana Space Center,Ariane 5 ECA,2013-044A,39233,"Partnership between Eutelsat and the Doha-based EsêhailSat, the Qatar Satellite Company - the first of a planned fleet for Qatar.",ZARYA,http://www.prnewswire.com/news-releases/launch-success-for-eutelsat-25beshail-1-satellite-221732591.html,http://www.satellitetoday.com/publications/2013/08/30/arianespace-orbits-eutelsat-25beshail-1-and-gsat-7-successfully/,http://www.arianespace.com/news-mission-update/2013/1094.asp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Eutelsat 33A (Eurobird 3, E-bird) ",France,Multinational,Eutelsat S.A.,Commercial,Communications,,GEO,,33.14,"35,781","35,790",1.07E-04,0.05,1436.06,"1,525","1,300","1,600",9/27/03,10 yrs.,Boeing Satellite Systems,USA,Guiana Space Center,Ariane 5,2003-043A,27948,20 Ku-band transponders; video and data transmission to Europe and Turkey.,JM/12_08,http://nssdc.gsfc.nasa.gov/spacewarn/spx600.html,http://www.eutelsat.com/satellites/4_1.html,http://perso.wanadoo.fr/eurospace/espdatabase/index.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Eutelsat 33C (Eutelsat 28A, Eurobird 1, Eurosat 1)",France,Multinational,Eutelsat S.A.,Commercial,Communications,,GEO,,33,"35,788","35,794",7.12E-05,0.07,1436.1,"2,950","1,375","5,900",3/8/01,12 yrs.,Alcatel Space Industries,France,Guiana Space Center,Ariane 5,2001-011A,26719,Twenty-four channels; Western and Central Europe as far west as Canary Islands.,JM/12_08,,http://www.eutelsat.com/satellites/4_1.html,http://perso.wanadoo.fr/eurospace/espdatabase/index.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eutelsat 36A (Eutelsat W-4) ,France,Multinational,Eutelsat S.A.,Commercial,Communications,,GEO,,36.09,"35,766","35,806",4.74E-04,0.07,1436.08,"3,190","1,380","6,000",5/24/00,12 yrs.,Alcatel Space Industries,France,Cape Canaveral,Atlas 3A,2000-028A,26369,"Thirty-one operational channels, Western Russia,  majoritiy of central and southern Afirca.",JM/12_08,http://perso.wanadoo.fr/eurospace/espdatabase/index.html,http://www.eutelsat.com/satellites/4_1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eutelsat 3B,France,Multinational,Eutelsat S.A.,Commercial,Communications,,GEO,,3,"35,782","35,791",1.07E-04,0.07,1436.1,"5,967",,,5/26/14,15 yrs.,Airbus Defense and Space,France,Ocean Odyssey,Zenit 3SL,2014-030A,39773,51 transponders. Replaces Eutelsat 3D at 3 East.,,http://www.eutelsat.com/files/contributed/news/media_library/brochures/Fiche%20E3B%28GB%29_05.2014.pdf,http://www.sea-launch.com/missions/11387/13535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Eutelsat 48B (Eutelsat 21B, Eutelsat W-6A)",France,Multinational,Eutelsat S.A.,Commercial,Communications,,GEO,,48,"35,777","35,797",2.37E-04,0.09,1436.12,"5,102","2,060",,11/10/12,15 yrs.,Thales Alenia Space,Italy,Guiana Space Center,Ariane 5 ECA,2012-062B,38992,"Increased capacity for data, video and government services.",SC - ASCR,http://www.space-travel.com/reports/Ariane_5_orbits_Eutelsat_21B_and_Star_One_C3_satellites_999.html,http://space50.kosmo.cz/s40/2012/I062B.HTM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Eutelsat 5 West-A (Atlantic Bird 3, Stellat 5)",France,Multinational,Eutelsat S.A.,Commercial,Communications,,GEO,,-4.93,"35,769","35,805",4.27E-04,0.04,1436.08,"4,050","1,805","11,000",7/5/02,15 yrs.,Alcatel Space Industries,France,Guiana Space Center,Ariane 5,2002-035A,27460,"45 transponders; Ku and C-band frequencies, Americas, Europe and Africa.",JM/12_08,www.eutelsat.com,www.lyngsat.com/tracker/ab3.shtml,http://www.eutelsat.com/satellites/4_1.html,http://perso.wanadoo.fr/eurospace/espdatabase/index.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eutelsat 65 West-A,NR (12/16),Multinational,Eutelsat S.A.,Commercial,Communications,,GEO,,-65,"35,776","35,796",2.37E-04,0.08,1436.07,"6,654",,"16,000",3/9/16,15 yrs.,Space Systems/Loral,USA,Guiana Space Center,Ariane 5,2016-014A,41382,Launched in time to cover Rio Olympics. Will serve primarily Latin America.,Space50,http://www.eutelsat.com/en/satellites/EUTELSAT-65WA.html,http://spaceflightnow.com/2016/03/09/communications-satellite-launched-to-cover-rio-olympics/,http://space50.org/objekt.php?mot=2016-014A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eutelsat 7 West-A (Atlantic Bird 7),France,Multinational,Eutelsat S.A./Nilesat,Commercial,Communications,,GEO,,-7,"35,774","35,799",2.97E-04,0.06,1436.09,"4,600",,"12,000",9/24/11,15 yrs.,Astrium,France,Ocean Odyssey,Zenit 3SL,2011-051A,37816,Replaces Atlantic Bird 4A at 7 West.,JM/1_12,http://www.eutelsat.com/satellites/7w-ab7.html,http://www.astrium.eads.net/en/programme/atlantic-bird-7.html,,http://www.lib.cas.cz/space.40//2011/051A.HTM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eutelsat 70B (Eutelsat W5A),France,Multinational,Eutelsat S.A.,Commercial,Communications,,GEO,,70,"35,780","35,800",2.37E-04,0.06,1436.28,"5,250",,,12/3/12,15 yrs.,EADS Astrium,France,Ocean Odyssey,Zenit 3SL,2012-069A,39020,Replaced Eutelsat 70A.,SC - ASCR,http://www.eutelsat.com/en/satellites/the-fleet/EUTELSAT-48C.html,http://spaceref.biz/2012/12/eutelsat-70b-launched-by-sea-launch.html,http://space50.kosmo.cz/s40/2012/I069A.HTM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eutelsat 8 West A (Atlantic Bird 2) ,France,Multinational,Eutelsat S.A.,Commercial,Communications,,GEO,,-12.5,"35,766","35,806",4.74E-04,0.06,1436.1,"3,150","1,368","7,400",9/25/01,15 yrs.,Alcatel Space Industries,France,Guiana Space Center,Ariane 4,2001-042A,26927,European and American coverage.,JM/12_08,www.eutelsat.com,www.space.com/missionlaunches/ariane_launch_010925.html,http://www.eutelsat.com/satellites/4_1.html,http://blog.idirect.net/eutelsat-relocating-two-satellites-now-that-eutelsat-8-west-b-is-active/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eutelsat 8 West B,NR,Multinational,Eutelsat S.A./Nilesat,Commercial,Communications,,GEO,,-8,"35,773","35,814",4.86E-04,0.1,1436.1,"5,800",,,8/20/15,15 yrs.,Thales Alenia Space,France/Italy,Guiana Space Center,Ariane 5,2015-039B,40875,Shared by Eutelsat and Nilesat.,JM/8_15,http://www.nasaspaceflight.com/2015/08/ariane-5-dual-launch-eutelsat-8-west-b-intelsat-34/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Eutelsat 8 West C (Eutelsat Hot Bird 13A, Hot Bird 6)",France,Multinational,Eutelsat S.A.,Commercial,Communications,,GEO,,33,"35,756","35,815",7.00E-04,0.09,1436.06,"3,800","1,900","9,000",8/28/02,12 yrs.,Alcatel Space Industries,France,Cape Canaveral,Atlas 5,2002-038A,27499,"Cable programming; direct-to-home broadcasting; 28 Ku-band, 4 Ka-band transponders",JM/12_08,http://nssdc.gsfc.nasa.gov/database/MasterCatalog?sc=2002-038A,www.eutelsat.com,http://perso.wanadoo.fr/eurospace/espdatabase/index.html,http://blog.idirect.net/eutelsat-relocating-two-satellites-now-that-eutelsat-8-west-b-is-active/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Eutelsat 9A (Eurobird 9A, Hot Bird 7A)",France,Multinational,Eutelsat S.A.,Commercial,Communications,,GEO,,-30.01,"35,775","35,799",2.85E-04,0.07,1436.1,"4,100","1,740","10,000",3/11/06,15 yrs.,Alcatel Alenia Space,France,Guiana Space Center,Ariane 5,2006-007B,28945,38 Ku-band transponders.,JM/12_08,http://www.lib.cas.cz/knav/space.40/2006/I007B.HTM,http://www.selkirkshire.demon.co.uk/analoguesat/hotbird7A.html,http://www.digitalsat.co.uk/hotbird7afootprint.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Eutelsat Hot Bird  13D (Eutelsat 3C, Hot Bird 10, Atlantic Bird 4A)",France,Multinational,Eutelsat S.A.,Commercial,Communications,,GEO,,-0.07,"35,766","35,806",4.74E-04,0.06,1436.07,"4,892","2,240","11,000",2/11/09,15 yrs.,EADS Astrium,France,Guiana Space Center,Ariane 5 ECA,2009-008B,33750,64 Ku-band transponders.,SC - ASCR,http://www.atrexx.com/index.cfm?fuseaction=news&newsid=1401,http://nssdc.gsfc.nasa.gov/spacewarn/spx664.html,,http://www.lib.cas.cz/space.40/2009/008B.HTM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eutelsat Hot Bird 13C (Hot Bird 9),France,Multinational,Eutelsat S.A.,Commercial,Communications,,GEO,,0.99,"35,786","35,787",1.19E-05,0.06,1436.09,"4,880","2,338","14,500",12/20/08,15 yrs.,EADS Astrium,France,Guiana Space Center,Ariane 5,2008-065A,33459,64 Ku-band transponders.,JM/12_08,http://www.eutelsat.com/news/compress/en/2008/pdf/PR%204508%20HB9%20-%20W2M%20launch.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ex-Alta 1 (QB50 - CA03),NR (10/17),Canada,University of Alberta,Civil,Earth Science,,LEO,Non-Polar Inclined,0,397,408,8.12E-04,51.6,92.6,2,,,5/26/17,,University of Alberta ,Canada,International Space Center,Nanorack Deployer,1998-067MP,42734,Earth science in the thermosphere.,JMSatcat/10_17,https://beta.theglobeandmail.com/news/national/tiny-alberta-satellite-released-from-space-station/article35122640/?ref=http://www.theglobeandmail.com&,http://www.planet4589.org/space/log/satcat.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Falconsat-3,USA,USA,US Air Force Academy,Military/Civil,Technology Development,,LEO,Non-Polar Inclined,0,538,540,1.45E-04,35.4,95.4,46,,,3/9/07,,US Air Force Academy,USA,Cape Canaveral,Atlas 5,2007-006E,30776,Air Force Academyês first attempt at achieving three axis attitude determination and control (ADCS). FalconSAT-3 will carry three payloads to conduct DoD research. When primary mission completed amateur radio payload will be activated.,www.satellitedebris.net 12/12,http://www.lib.cas.cz/www/space.40/2007/006E.HTM,http://www.southgatearc.org/news/march2007/falconsat_3_launched.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FAST 1 (Sara Lilly and Emma, USA 222)",USA,USA,University of Texas - Austin,Civil,Technology Development,,LEO,Polar,0,627,654,1.93E-03,71.97,97.54,55,,,11/20/10,,University of Texas - Austin,USA,Kodiak Launch Complex,Minotaur 4,2010-062F,37227,Consists of two satellites that will be launched together -- Sara Lily and Emma.,SC - ASCR,http://www.kosmo.cz/modules.php?op=modload&name=kosmo&file=index&fil=/s/2010/062F.HTM,http://fastrac.ae.utexas.edu/our_project/mission.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fermi Gamma-Ray Space Telescope (formerly GLAST),USA,USA,National Aeronautics and Space Administration (NASA)/GSFC,Government,Space Science,,LEO,Non-Polar Inclined,0,537,556,1.37E-03,25.6,95.6,"4,303",,,6/11/08,,General Dynamics,USA,Cape Canaveral,Delta 2,2008-029A,33053,"Will study the cosmos in the photon energy range of 8,000 electronvolts (8 keV) to greater than 300 billion electronvolts (300 GeV).",www.satellitedebris.net 12/12,http://www.nasa.gov/mission_pages/GLAST/main/index.html,http://www.lib.cas.cz/space.40/2008/INDEX1.HTM,http://nssdc.gsfc.nasa.gov/spacewarn/spx656.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FIA Radar 1 (Future Imagery Architecture (FIA) Radar 1, NROL-41, USA 215, Topaz)",USA,USA,National Reconnaissance Office (NRO),Military,Earth Observation,Radar Imaging,LEO,Non-Polar Inclined,0,"1,101","1,107",4.01E-04,122.99,107.35,,,,9/21/10,,National Reconnaissance Office (NRO),USA,Vandenberg AFB,Atlas 5,2010-046A,37162,Amateur observers speculate that this is part of the FIA.,SC - ASCR,http://www.kosmo.cz/modules.php?op=modload&name=kosmo&file=index&fil=/s/2010/046A.HTM&act=print,http://www.satobs.org/seesat/Oct-2010/0008.html,http://www.globalsecurity.org/intell/systems/fia.htm,http://www.nytimes.com/2007/11/11/washington/11satellite.html?_r=1&pagewanted=1#step1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FIA Radar 2 (Future Imagery Architecture (FIA) Radar 2, NROL-25, USA 234, Topaz)",USA,USA,National Reconnaissance Office (NRO),Military,Earth Observation,Radar Imaging,LEO,Non-Polar Inclined,0,"1,068","1,107",2.61E-03,123,107,,,,4/3/12,,National Reconnaissance Office (NRO),USA,Vandenberg AFB,Delta 4,2012-014A,38109,Amateur observers speculate that this is part of the FIA.,,http://sattrackcam.blogspot.com/2012/04/fia-radar-2-nrol-25-observed-with-video.html,http://www.slate.com/blogs/future_tense/2012/04/09/nrol_25_spy_satellite_launched_by_national_reconnaissance_office_.html,http://www.zarya.info/Gallimaufry/FIARadar.php,http://planet4589.org/space/jsr/back/news.656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FIA Radar 3 (Future Imagery Architecture (FIA) Radar 3, NROL-39 , USA 247, Topaz)",NR,USA,National Reconnaissance Office (NRO),Military,Earth Observation,Radar Imaging,LEO,Non-Polar Inclined,0,"1,066","1,081",1.01E-03,123,106.7,,,,12/6/13,,National Reconnaissance Office (NRO),USA,Vandenberg AFB,Atlas 5,2013-072A,39462,"US reconnaissance satellite, part of the only remaining element of the Future Imaging Architecture programme, equipped with an imaging radar. Orbit plane is 90ç away in RA from each of the two earlier launches.",ZARYA estimated,http://forum.nasaspaceflight.com/index.php?topic=32686.155;wap2,http://www.zarya.info/Diaries/Launches/Launches.php?year=2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FIA Radar 4 (Future Imagery Architecture (FIA) Radar 4, NROL-45, USA 267, Topax)",NR (12/16),USA,National Reconnaissance Office (NRO),Military,Earth Observation,Radar Imaging,LEO,Non-Polar Inclined,0,"1,086","1,087",6.71E-05,123,106.7,,,,2/10/16,,National Reconnaissance Office (NRO),USA,Vandenberg AFB,Delta 4,2016-010A,41334,,SatTrackCam,http://sattrackcam.blogspot.com/2016/02/observing-nrol-45-fia-radar-4topaz-4-18.html,http://spaceflightnow.com/2016/02/10/delta-4-goes-against-the-grain-to-backwards-orbit-for-spy-bird/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Firebird-C (Focused Investigations of Relativistic Electron Burst, Intensity, Range, and Dynamics)",USA,USA,"Firebird Consortium (Montana State Univ., Univ. of New Hampshire, Aerospace Corp., Los Alamos National Laboratory)",Government/Civil,Space Science,,LEO,Elliptical,0,437,667,1.66E-02,99.1,95.7,2,,,1/31/15,.25 yrs.,Montana State University,USA,Vandenberg AFB,Delta 2,2015-003B,40377,"One of a simultaneously-launched pair studying space weather, in particular - electron microbursts in the Van Allen radiation belts.",n2yo,http://www.n2yo.com/satellite/?s=40378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Firebird-D (Focused Investigations of Relativistic Electron Burst, Intensity, Range, and Dynamics)",USA,USA,"Firebird Consortium (Montana State Univ., Univ. of New Hampshire, Aerospace Corp., Los Alamos National Laboratory)",Government/Civil,Space Science,,LEO,Elliptical,0,444,675,1.67E-02,99.1,97.7,2,,,1/31/15,.25 yrs.,Montana State University,USA,Vandenberg AFB,Delta 2,2015-003C,40378,"One of a simultaneously-launched pair studying space weather, in particular - electron microbursts in the Van Allen radiation belts.",n2yo,http://www.n2yo.com/satellite/?s=40378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLTSATCOM-8 (USA 46),USA,USA,US Navy,Military,Communications,,GEO,,-14.74,"35,745","35,829",9.96E-04,8.97,"1,436.13","2,310","1,884",,9/25/89,5 yrs.,"TRW, Defense and Space Systems Group",USA,Cape Canaveral,Atlas Centaur,1989-077A,20253,Old system replaced by UFO satellites; this satellite still operational as of 2009.,JM/2_09,http://www.kosmo.cz/modules.php?op=modload&name=kosmo&file=index&fil=/s/1989/077A.HTM,http://www.wired.com/politics/security/news/2009/04/fleetcom?currentPage=all,http://www.designation-systems.net/dusrm/app3/sat-summary.html,http://www.fas.org/spp/military/program/com/fltsat.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FormoSat-5,NR (10/17),Taiwan,National Space Organization,Government,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0,710,729,1.34E-03,98.3,99.1,525,,,8/25/17,5 yrs.,National Space Organization,Taiwan,Vandenberg AFB,Falcon 9,2017-049A,42920,Taiwan's first indigenous designed and manufactured satellite.,JMSatcat/10_17,https://directory.eoportal.org/web/eoportal/satellite-missions/f/formosat-5,https://spaceflightnow.com/2017/08/25/taiwanese-satellite-rides-spacex-rocket-into-orbit/,http://www.planet4589.org/space/log/satcat.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORTã (Fast On-orbit Recording of Transient Events),USA,USA,Los Alamos National Laboratory,Government,Earth Observation,Radar Imaging,LEO,Polar,0,790,823,2.30E-03,70,101,215,41,55,8/29/97,3 yrs.,Los Alamos National Lab/Sandia National Lab,USA,Vandenberg AFB,Pegasus XL,1997-047A,24920,"Electronic equipment for detecting, analyzing and recording bursts of radio energy (nuclear tests) from near Earth's surface (nonproliferation); study lightning; plastic satellite bus.",www.satellitedebris.net 12/12,"http://www.wired.com/news/technology/0,1282,6482,00.html",http://centaur.sstl.co.uk/SSHP/mini/mini97.html,http://nis-www.lanl.gov/nis-projects/forte_science/,http://www.lanl.gov/worldview/news/pdf/LANL_in_SpaceFact.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
